Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
01.03.2022 01:00,12,25,18,30,17,10,4,13,16,12,23,17,19,19,13,14,21,15,20,16,17,18,13,17,17,18,37,8,26,10,13,21,14
01.03.2022 02:00,13,25,17,29,16,10,5,15,16,12,27,17,22,18,18,9,22,16,18,15,17,19,15,9,16,20,27,15,22,10,13,20,21
01.03.2022 03:00,12,23,16,26,14,12,6,15,15,12,16,16,20,17,19,12,18,17,17,15,16,19,20,9,16,17,22,14,18,10,11,20,17
01.03.2022 04:00,12,23,16,25,18,12,6,16,14,13,17,14,18,23,15,11,19,19,17,15,17,19,18,9,15,20,18,11,23,10,10,18,22
01.03.2022 05:00,11,21,15,24,17,14,7,17,21,13,16,11,14,19,17,10,19,26,17,14,17,20,22,8,15,18,9,17,25,9,9,17,23
01.03.2022 06:00,11,23,14,26,15,15,6,16,24,15,17,10,13,17,17,11,17,44,17,14,16,20,19,8,18,20,22,16,22,10,9,16,32
01.03.2022 07:00,10,25,13,27,13,10,6,19,24,15,21,11,14,14,22,14,17,33,16,12,16,18,29,10,19,16,28,22,25,8,9,18,56
01.03.2022 08:00,11,29,13,31,12,14,2,27,24,16,22,12,14,16,20,21,22,21,15,12,15,19,33,10,26,23,28,13,29,11,11,17,42
01.03.2022 09:00,11,25,12,28,22,11,2,27,27,15,20,12,15,13,4,22,19,19,16,13,15,19,34,12,22,26,23,27,5,12,12,17,47
01.03.2022 10:00,9,19,12,29,26,13,4,18,34,13,7,11,14,14,10,14,18,19,18,12,16,17,29,11,15,10,21,16,2,10,9,14,17
01.03.2022 11:00,10,16,13,37,20,17,11,13,7,11,16,14,14,12,22,9,19,18,16,11,15,16,27,11,11,5,13,11,10,10,9,13,11
01.03.2022 12:00,9,15,13,32,18,17,7,13,13,11,14,15,15,10,11,10,19,19,16,12,17,15,23,9,10,6,2,15,22,10,9,13,7
01.03.2022 13:00,9,13,13,32,18,17,2,12,14,12,13,16,14,10,9,10,21,17,15,11,16,15,16,7,11,7,2,2,8,11,9,13,4
01.03.2022 14:00,12,12,12,33,19,16,2,11,6,11,19,18,15,9,8,8,22,15,13,11,13,14,21,6,12,7,4,2,11,10,9,13,15
01.03.2022 15:00,11,10,12,33,20,10,5,11,2,12,14,17,13,10,5,9,23,15,14,11,13,14,15,7,15,10,10,5,13,9,6,13,20
01.03.2022 16:00,9,11,10,30,15,8,4,12,2,13,14,16,13,10,11,10,17,15,15,11,15,15,13,18,16,19,13,13,14,9,7,14,21
01.03.2022 17:00,10,11,11,26,11,9,2,11,11,13,21,15,13,10,13,7,17,18,17,14,19,15,29,35,18,15,13,15,19,10,9,14,15
01.03.2022 18:00,9,15,12,28,12,10,2,12,23,15,14,15,14,21,17,8,20,17,21,17,23,15,24,29,25,14,15,28,42,11,12,15,19
01.03.2022 19:00,10,28,17,40,20,10,2,18,24,20,15,22,16,32,22,10,23,16,20,16,23,16,23,28,35,33,27,40,33,14,24,19,34
01.03.2022 20:00,10,45,25,44,23,24,2,33,31,28,34,31,26,35,25,14,37,17,22,16,24,23,35,31,30,49,19,29,37,15,22,30,32
01.03.2022 21:00,10,36,25,42,23,21,6,34,42,17,40,40,32,30,26,20,32,21,23,17,24,29,34,21,33,48,31,14,27,15,19,29,36
01.03.2022 22:00,10,36,24,35,24,23,7,36,49,25,32,40,25,27,23,25,28,28,21,17,22,32,38,21,37,38,50,13,26,15,37,34,36
01.03.2022 23:00,11,28,21,32,20,18,7,38,43,18,35,37,19,30,21,24,27,25,23,17,24,31,41,19,47,26,43,8,27,15,31,31,42
01.03.2022 24:00,10,32,23,34,11,23,5,36,28,18,54,37,19,29,15,20,27,25,24,17,23,30,32,19,33,25,36,22,27,14,28,30,39
02.03.2022 01:00,11,36,34,28,10,25,2,28,28,14,48,26,21,30,24,12,32,23,25,18,22,27,40,18,35,22,16,2,21,15,22,29,39
02.03.2022 02:00,10,33,33,30,11,20,2,31,26,12,29,28,18,24,20,16,31,22,30,18,25,25,35,17,30,24,31,3,25,17,20,30,44
02.03.2022 03:00,9,31,31,30,21,20,2,29,24,16,30,23,17,22,20,20,24,23,30,18,24,27,35,13,28,19,30,9,24,19,20,28,37
02.03.2022 04:00,9,31,28,26,25,19,2,26,25,18,34,15,15,24,22,20,20,21,30,20,25,24,34,14,28,25,13,15,23,20,19,25,43
02.03.2022 05:00,9,30,24,29,18,21,2,26,21,22,24,17,18,23,19,17,19,20,33,20,25,22,28,13,29,23,23,11,23,17,17,23,42
02.03.2022 06:00,8,30,23,28,28,24,2,24,23,21,29,18,20,24,15,19,19,21,27,18,20,23,35,14,27,21,25,17,20,15,24,21,31
02.03.2022 07:00,7,33,27,30,27,23,2,25,27,25,30,22,24,24,20,19,20,21,25,17,17,22,44,17,29,21,24,21,26,15,29,24,29
02.03.2022 08:00,5,39,31,38,32,31,2,27,34,23,45,27,26,28,23,24,25,26,27,15,17,30,44,14,30,25,30,18,23,13,34,23,33
02.03.2022 09:00,5,40,27,41,38,30,2,26,26,27,27,25,27,36,25,31,27,25,41,21,22,30,53,14,27,25,50,19,26,13,28,24,44
02.03.2022 10:00,4,33,29,41,43,26,5,29,27,24,34,25,26,33,20,34,21,23,35,25,29,25,48,11,31,22,25,63,47,12,22,23,33
02.03.2022 11:00,7,33,29,45,34,27,9,31,28,18,33,26,24,24,44,33,17,25,43,29,32,29,41,10,25,31,30,30,26,14,18,35,42
02.03.2022 12:00,21,28,28,44,27,22,6,33,31,17,30,28,27,25,24,22,21,23,43,28,32,32,38,9,28,26,26,28,21,15,12,71,33
02.03.2022 13:00,31,25,22,40,29,19,6,36,24,13,28,30,28,23,16,28,26,24,30,23,28,36,41,9,27,18,14,14,25,14,9,30,38
02.03.2022 14:00,33,28,21,40,27,15,5,35,22,19,24,32,26,22,9,20,31,23,30,22,28,29,34,11,27,20,16,12,19,16,8,31,36
02.03.2022 15:00,42,30,24,45,18,14,7,29,6,    # ,29,30,23,22,12,21,31,28,59,24,31,29,38,26,25,22,18,13,22,16,15,31,29
02.03.2022 16:00,32,27,24,44,24,17,9,25,13,15,16,27,24,18,14,17,38,30,45,32,39,29,27,32,23,26,14,12,21,17,10,27,28
02.03.2022 17:00,22,23,23,38,21,15,2,29,22,16,30,28,26,16,20,21,40,28,125,36,42,29,33,45,20,32,16,21,21,18,12,24,21
02.03.2022 18:00,21,24,23,37,20,18,2,33,38,29,32,29,25,25,23,22,39,28,47,31,37,31,35,31,23,35,16,18,38,19,38,23,36
02.03.2022 19:00,54,39,27,42,24,18,3,39,50,26,28,33,27,36,32,27,47,24,38,27,32,32,35,45,27,40,25,25,44,22,28,31,42
02.03.2022 20:00,34,43,32,45,32,23,6,43,54,50,43,43,37,29,30,38,46,23,39,28,34,29,42,58,25,45,29,30,40,16,32,39,51
02.03.2022 21:00,33,44,39,52,34,28,7,50,49,58,39,48,41,25,21,36,56,33,44,30,35,31,46,66,31,39,44,24,31,13,45,44,46
02.03.2022 22:00,32,48,40,50,37,27,10,47,41,50,37,49,40,30,34,33,42,37,43,30,37,32,66,43,28,43,29,16,41,14,27,49,51
02.03.2022 23:00,27,35,47,56,39,31,8,45,39,40,41,65,36,36,41,36,36,40,41,29,34,37,69,31,28,41,31,13,34,19,27,50,44
02.03.2022 24:00,25,39,46,56,32,35,9,42,37,37,43,71,39,31,40,31,34,40,45,29,33,36,58,26,37,34,34,6,31,16,28,49,42
03.03.2022 01:00,25,39,47,58,28,31,6,40,36,33,33,44,42,34,25,35,36,40,45,33,52,35,47,35,36,30,12,26,30,17,25,48,56
03.03.2022 02:00,25,36,48,59,48,32,3,39,37,28,42,45,32,27,31,32,35,49,54,33,48,35,42,19,29,31,26,18,28,17,24,43,42
03.03.2022 03:00,23,37,46,53,34,32,2,34,35,30,18,50,31,26,33,28,45,56,52,34,41,35,39,15,27,30,33,12,26,18,24,37,47
03.03.2022 04:00,24,35,40,54,41,29,3,26,25,29,47,48,30,23,24,30,28,45,50,36,32,33,33,14,26,33,24,14,24,22,24,35,38
03.03.2022 05:00,23,34,39,53,36,34,6,30,31,31,48,43,28,22,29,28,27,37,45,35,31,33,34,15,26,24,26,15,25,21,24,32,41
03.03.2022 06:00,23,34,40,64,47,33,6,32,26,31,44,32,27,24,23,24,26,35,43,39,28,34,39,13,27,35,27,18,23,17,23,35,40
03.03.2022 07:00,25,36,42,59,60,29,3,33,26,31,28,31,27,26,21,33,28,31,51,44,33,36,43,13,31,33,31,18,25,17,23,34,35
03.03.2022 08:00,23,39,42,57,58,37,4,38,43,34,39,31,28,26,37,35,30,33,50,36,36,36,57,17,33,33,29,26,29,30,23,35,51
03.03.2022 09:00,17,43,46,59,57,45,6,34,34,32,31,34,33,29,15,33,28,34,56,34,37,42,71,18,31,29,20,27,11,20,24,34,67
03.03.2022 10:00,19,55,46,66,61,45,13,33,39,29,31,34,39,36,22,39,28,40,52,34,37,43,70,16,30,22,18,31,14,15,21,30,58
03.03.2022 11:00,26,39,44,63,52,45,10,35,7,30,33,34,41,36,23,39,30,44,54,36,45,51,62,15,31,21,18,13,25,16,21,27,48
03.03.2022 12:00,27,28,30,47,42,40,8,29,28,28,25,37,40,34,24,18,26,36,48,35,44,46,42,17,28,24,28,19,34,19,22,25,25
03.03.2022 13:00,29,21,24,38,31,25,7,24,22,28,25,38,37,30,16,25,33,30,37,27,32,36,33,31,24,24,28,5,24,18,19,25,33
03.03.2022 14:00,34,26,21,34,29,23,5,22,10,26,18,34,27,18,20,24,40,27,33,27,33,33,23,19,20,17,26,2,16,15,17,19,39
03.03.2022 15:00,30,24,23,37,22,19,5,19,3,23,18,26,17,19,15,16,36,32,31,23,29,30,18,23,19,14,34,7,16,15,14,17,26
03.03.2022 16:00,35,18,15,25,20,14,8,23,14,18,19,20,19,17,16,16,42,21,27,21,26,26,12,25,21,18,20,10,19,19,17,17,29
03.03.2022 17:00,35,14,15,22,9,8,12,17,26,21,22,25,26,16,24,20,49,16,25,20,26,24,26,28,24,16,27,14,23,18,22,15,22
03.03.2022 18:00,38,18,18,28,17,7,13,19,47,21,20,18,22,16,28,19,50,18,23,17,21,18,27,88,29,18,27,18,40,14,24,19,29
03.03.2022 19:00,45,52,22,36,25,7,14,29,36,21,21,15,17,28,26,21,58,22,26,22,26,18,33,37,40,33,28,19,41,13,36,25,35
03.03.2022 20:00,20,38,26,36,21,14,19,32,31,27,24,20,22,41,30,30,63,26,29,23,31,18,28,41,38,25,30,20,36,14,42,23,41
03.03.2022 21:00,20,27,26,35,21,20,18,33,36,46,28,25,25,41,30,39,39,27,32,23,31,21,32,37,41,30,28,23,36,17,28,24,32
03.03.2022 22:00,21,37,29,41,24,21,19,33,40,31,29,31,27,41,37,39,27,32,36,25,34,24,31,35,45,26,26,19,38,20,27,27,23
03.03.2022 23:00,21,43,32,37,25,23,15,37,47,33,33,31,26,39,47,35,24,32,41,27,36,24,27,31,44,29,34,28,39,21,27,37,37
03.03.2022 24:00,22,40,30,37,22,22,11,38,40,29,27,29,24,33,39,37,18,36,42,29,38,20,35,29,41,28,38,39,29,21,30,34,41
04.03.2022 01:00,25,38,32,42,23,22,14,36,54,30,37,27,24,30,42,33,17,38,43,30,40,21,36,26,35,35,40,21,32,22,27,34,39
04.03.2022 02:00,26,38,31,45,27,22,22,37,38,30,71,29,25,28,42,25,15,37,41,31,40,21,36,23,31,31,30,30,30,27,36,34,44
04.03.2022 03:00,27,38,29,42,26,23,13,38,32,29,69,35,25,29,31,30,17,34,39,31,38,23,38,24,29,27,29,29,32,31,30,33,38
04.03.2022 04:00,27,37,29,41,31,25,14,42,38,30,45,36,25,31,28,25,16,31,36,30,35,25,39,18,28,27,24,27,35,31,29,34,43
04.03.2022 05:00,26,42,31,46,29,25,21,45,36,30,42,35,26,33,40,25,17,30,35,30,35,26,37,19,27,30,28,32,33,30,31,36,52
04.03.2022 06:00,25,43,34,49,31,25,16,50,33,31,39,37,28,34,44,20,18,30,38,30,36,29,46,20,28,33,26,39,38,25,27,39,49
04.03.2022 07:00,25,45,31,50,40,23,14,50,42,33,47,38,31,37,31,30,22,32,38,31,36,30,53,32,30,38,29,37,34,22,28,45,55
04.03.2022 08:00,24,53,32,53,30,29,19,47,48,40,39,43,34,40,39,30,25,30,40,31,38,32,54,22,35,37,34,29,43,20,32,50,58
04.03.2022 09:00,23,52,34,53,45,27,28,41,33,40,30,44,39,36,26,28,25,31,38,30,38,32,67,28,37,33,37,43,8,20,34,51,62
04.03.2022 10:00,22,47,32,48,37,28,24,38,23,35,28,42,34,33,18,32,24,30,37,29,36,32,56,25,33,23,42,12,21,18,29,48,54
04.03.2022 11:00,22,40,33,49,34,25,24,35,11,24,30,38,31,33,19,30,27,29,36,31,37,32,44,33,21,17,39,26,25,13,30,41,56
04.03.2022 12:00,19,30,31,47,28,28,12,34,32,12,12,41,34,32,19,20,32,28,36,30,35,32,43,32,15,24,31,16,16,13,27,32,42
04.03.2022 13:00,20,22,29,42,28,24,15,31,17,14,13,43,35,25,11,6,34,27,35,29,34,30,26,44,11,13,21,3,22,11,23,24,31
04.03.2022 14:00,19,20,27,40,23,19,16,20,11,13,14,40,34,21,10,7,34,29,31,26,31,27,19,32,8,22,24,2,9,11,12,18,32
04.03.2022 15:00,21,18,27,40,25,19,12,15,12,13,17,37,30,17,15,8,34,20,27,21,28,28,16,18,8,17,14,2,20,5,8,14,22
04.03.2022 16:00,23,15,24,37,25,15,11,11,22,13,10,21,19,15,15,6,27,15,18,17,20,20,25,15,9,14,15,2,18,8,8,12,18
04.03.2022 17:00,23,13,20,31,14,14,11,11,24,13,18,17,16,15,10,6,20,11,13,12,14,20,26,13,8,18,14,3,23,10,9,11,15
04.03.2022 18:00,20,11,13,20,18,11,7,14,30,16,10,17,15,13,20,8,18,11,11,11,12,17,30,18,7,13,14,11,18,9,15,15,26
04.03.2022 19:00,10,12,12,19,15,6,5,14,30,21,17,20,17,10,14,10,20,11,14,13,15,21,25,22,9,19,13,13,17,9,16,14,28
04.03.2022 20:00,10,19,14,20,13,8,8,15,33,25,16,17,15,17,20,12,27,15,13,13,15,22,33,38,12,19,14,18,30,8,19,14,18
04.03.2022 21:00,10,17,15,20,15,10,11,18,30,25,23,13,11,24,19,18,24,15,13,12,15,26,30,27,16,24,17,11,29,9,25,15,19
04.03.2022 22:00,12,16,18,22,12,11,7,21,33,28,20,12,13,23,20,10,22,14,17,15,18,24,30,117,21,20,23,8,33,9,31,16,15
04.03.2022 23:00,13,18,18,20,12,9,9,24,33,24,25,14,15,27,29,13,19,14,20,16,21,20,31,25,16,27,24,13,27,9,27,16,22
04.03.2022 24:00,15,19,19,19,16,11,9,27,36,20,27,17,17,24,19,18,15,15,23,18,23,16,24,16,17,25,28,12,22,11,33,17,18
05.03.2022 01:00,19,21,20,22,15,8,7,26,30,18,31,20,17,25,34,14,17,17,23,19,23,16,22,17,18,17,25,13,24,    # ,23,18,24
05.03.2022 02:00,22,21,17,26,13,11,7,23,32,17,16,17,16,26,30,16,16,20,25,20,27,17,20,19,20,23,32,14,26,    # ,23,19,25
05.03.2022 03:00,20,21,19,29,19,14,9,23,24,17,22,17,16,25,26,16,13,20,26,20,27,18,23,28,20,23,30,17,28,    # ,23,19,27
05.03.2022 04:00,17,22,21,32,18,13,12,23,23,22,31,17,17,24,29,18,13,20,25,21,27,19,19,32,21,21,24,18,24,    # ,23,20,19
05.03.2022 05:00,16,26,20,31,20,19,10,21,18,25,29,17,16,24,21,12,12,20,25,22,27,20,27,12,23,23,22,16,25,    # ,21,20,26
05.03.2022 06:00,17,24,19,31,17,14,13,22,15,27,33,17,17,23,19,17,14,21,26,22,26,21,25,12,24,23,18,14,27,    # ,22,20,23
05.03.2022 07:00,18,26,21,31,18,16,13,20,25,28,15,18,18,24,22,15,14,21,27,22,27,23,28,12,25,23,20,15,17,    # ,23,20,25
05.03.2022 08:00,19,29,23,34,19,18,12,20,28,26,22,17,19,25,24,7,16,23,30,22,29,24,33,13,27,21,21,21,15,    # ,24,20,26
05.03.2022 09:00,20,29,27,37,26,20,17,21,10,25,21,16,16,23,26,14,19,28,31,23,29,26,32,12,27,22,14,21,16,    # ,25,19,22
05.03.2022 10:00,18,27,28,44,31,22,22,20,8,24,14,13,15,20,18,16,17,33,31,24,30,26,27,11,26,17,29,11,4,    # ,26,17,29
05.03.2022 11:00,15,20,24,36,27,21,15,20,9,20,9,12,11,16,7,17,19,27,26,22,25,23,24,13,20,17,33,12,2,    # ,23,15,30
05.03.2022 12:00,13,13,16,23,18,17,19,18,21,18,21,11,9,15,2,13,21,21,18,16,19,19,14,17,17,12,18,10,10,    # ,16,14,20
05.03.2022 13:00,14,11,11,18,17,13,14,14,15,18,4,11,10,11,4,10,24,16,17,14,16,15,17,19,14,8,16,6,16,    # ,15,12,22
05.03.2022 14:00,14,9,12,19,11,8,11,9,7,15,4,11,10,14,9,7,27,15,14,13,16,16,19,18,11,16,18,5,9,    # ,14,9,22
05.03.2022 15:00,13,10,11,19,14,10,13,6,6,11,12,14,11,14,8,10,26,15,13,11,14,14,19,18,9,15,16,8,8,    # ,14,8,5
05.03.2022 16:00,12,11,12,19,10,9,11,7,9,13,12,17,14,15,6,14,20,17,15,12,17,12,19,16,11,15,16,9,6,    # ,11,7,10
05.03.2022 17:00,14,13,15,23,13,7,10,7,8,15,11,17,15,15,7,12,16,16,15,13,17,13,18,24,13,15,14,10,12,    # ,13,7,13
05.03.2022 18:00,15,12,17,27,14,9,9,8,11,14,8,18,17,15,6,9,15,13,13,12,15,14,18,24,16,17,13,8,18,    # ,15,8,13
05.03.2022 19:00,16,11,18,30,17,10,7,9,12,16,10,19,18,18,7,10,18,14,15,15,17,16,20,26,19,23,14,8,19,    # ,19,8,14
05.03.2022 20:00,14,11,18,29,20,11,9,12,12,17,14,21,17,21,10,12,16,14,16,15,17,18,24,44,22,21,9,8,17,    # ,18,8,11
05.03.2022 21:00,13,13,18,30,17,14,7,13,15,20,16,19,18,21,11,11,29,15,16,15,17,21,22,30,22,20,13,10,22,    # ,19,8,11
05.03.2022 22:00,13,14,19,29,20,9,13,12,10,19,14,19,18,20,9,14,37,14,17,16,17,21,12,19,22,16,18,10,18,    # ,19,8,11
05.03.2022 23:00,14,14,20,29,18,12,9,12,17,19,19,18,20,20,13,15,27,14,17,16,18,22,19,24,22,17,21,6,19,    # ,19,8,12
05.03.2022 24:00,16,15,19,26,20,14,13,11,31,18,14,19,20,19,11,23,22,16,18,16,19,18,23,31,23,17,14,9,17,    # ,18,9,13
06.03.2022 01:00,17,14,19,29,21,12,10,12,14,17,16,18,22,19,18,22,22,17,19,17,22,18,25,25,21,18,12,11,8,    # ,18,9,14
06.03.2022 02:00,16,13,20,32,22,12,10,13,19,17,11,17,20,18,12,12,29,18,18,15,26,18,19,20,19,17,14,6,11,    # ,18,9,20
06.03.2022 03:00,16,13,25,34,17,11,13,13,16,18,23,15,19,19,9,14,27,18,19,15,28,17,18,23,19,23,16,4,19,    # ,17,9,14
06.03.2022 04:00,17,14,25,38,22,14,13,15,14,18,6,16,19,19,10,26,24,18,20,16,29,17,20,20,18,23,13,10,14,    # ,18,9,17
06.03.2022 05:00,17,14,23,33,22,19,19,15,15,17,14,16,19,20,14,21,23,19,20,18,28,18,14,14,18,23,16,13,11,    # ,18,9,15
06.03.2022 06:00,18,13,21,30,20,17,11,14,17,15,16,17,19,19,14,20,25,19,21,18,27,17,15,13,18,19,15,12,15,    # ,19,8,13
06.03.2022 07:00,19,14,21,29,18,16,14,14,17,14,12,16,19,19,15,21,22,19,21,19,26,17,17,14,19,19,15,4,19,    # ,19,8,14
06.03.2022 08:00,21,15,20,27,18,17,14,14,16,16,18,15,19,19,16,23,22,19,20,19,23,18,17,15,20,20,13,7,17,    # ,17,9,16
06.03.2022 09:00,22,14,19,26,20,19,21,16,13,14,10,15,19,19,12,8,23,17,19,16,21,18,20,16,22,18,14,12,4,    # ,16,9,17
06.03.2022 10:00,21,14,17,23,23,17,22,17,9,15,2,14,17,18,10,12,23,16,17,15,19,17,15,14,19,18,16,5,2,    # ,16,10,11
06.03.2022 11:00,19,14,14,20,16,17,18,15,17,17,10,14,15,15,12,16,23,13,14,13,16,16,17,19,12,11,18,7,5,    # ,16,10,12
06.03.2022 12:00,16,13,13,19,18,11,18,10,13,17,17,15,15,15,8,11,24,14,13,12,15,14,9,20,10,17,19,7,12,    # ,16,11,16
06.03.2022 13:00,12,11,12,17,13,13,18,12,14,17,10,18,17,15,15,8,26,15,14,13,16,13,17,26,12,13,15,9,10,    # ,17,10,20
06.03.2022 14:00,13,12,14,19,14,12,8,16,18,15,10,20,17,13,17,8,27,15,13,14,15,14,14,19,17,10,17,10,12,    # ,18,10,18
06.03.2022 15:00,14,13,14,19,16,12,13,17,17,12,15,19,16,11,15,10,25,14,13,13,14,14,14,21,16,12,16,15,11,    # ,16,12,15
06.03.2022 16:00,15,12,16,21,16,10,17,14,21,13,21,15,12,11,15,15,24,13,13,14,16,14,21,22,14,17,13,21,14,    # ,14,13,20
06.03.2022 17:00,16,12,16,24,14,14,18,13,17,14,22,13,12,11,12,14,22,13,13,15,16,15,19,20,14,16,16,11,16,    # ,12,16,25
06.03.2022 18:00,17,14,15,21,15,12,11,12,16,16,3,12,12,12,10,13,19,15,15,17,18,14,24,36,15,14,16,15,17,    # ,13,16,24
06.03.2022 19:00,21,17,13,20,20,12,14,12,20,18,19,11,13,13,19,18,17,15,17,18,19,13,18,34,16,21,17,14,16,    # ,17,16,25
06.03.2022 20:00,19,16,13,19,28,12,14,16,14,18,11,13,14,13,10,16,17,13,14,15,16,12,17,32,16,19,18,12,13,    # ,16,15,27
06.03.2022 21:00,16,13,13,17,16,11,11,16,22,15,15,14,14,14,11,16,21,12,15,15,15,12,19,23,17,19,13,8,14,    # ,15,14,20
06.03.2022 22:00,14,11,13,17,17,12,9,14,12,14,13,13,14,13,11,19,18,13,16,16,16,11,18,18,18,18,13,14,13,    # ,13,14,17
06.03.2022 23:00,14,12,14,18,17,13,13,9,15,14,14,12,13,13,9,16,17,13,16,15,16,12,17,19,18,15,12,13,15,    # ,17,13,17
